Gene name	NCBI gene ID	KEGG Pathway and Enzyme ID
PRDM9	56979	
MRTFB	57496	
ZFP3	124961	
CTXND1	100996492	
C6orf48	50854	
UBE2L3	7332	
SLC9C1	285335	
RIMBP3C	150221	
EEF1D	1936	
CDCA7	83879	
RBM11	54033	
CCDC115	84317	
YWHAG	7532	
PROSER1	80209	
SLC5A5	6528	
CCDC151	115948	
GLT8D1	55830	
SPO11	23626	
IHH	3549	
ZNF727	442319	
MPIG6B	80739	
TRMT2A	27037	
OR4A5	81318	
LIN54	132660	
MEOX1	4222	
RAB43	339122	
TRIM48	79097	
ALG1L	200810	00513+2.4.1.142
ALG1L	200810	00510+2.4.1.142
GYG1	2992	
SOST	50964	
PPARA	5465	
MAGI2	9863	00230+2.7.4.8
ATP13A3	79572	
ASGR2	433	
IL27RA	9466	
RNF121	55298	
MAGI2	9863	
LY6G6C	80740	
NOMO3	408050	
SLC25A39	51629	
RNF168	165918	
ALKAL1	389658	
DGCR8	54487	
MT1E	4493	
PALM3	342979	
USP6	9098	
OR4A16	81327	
CHCHD6	84303	
FN3K	64122	
CDPF1	150383	
LRP4	4038	
ISY1	57461	
MRPL43	84545	
CHORDC1	26973	
TECTB	6975	
RAD23B	5887	
OR4A15	81328	
IL17RC	84818	
RPS9	6203	
ZNF232	7775	
ISY1-RAB43	100534599	
STAB1	23166	
IFFO1	25900	
TSTD2	158427	
PRTN3	5657	
PRKCSH	5589	
BBS9	27241	
TP53TG3	102724127	
TP53TG3	102724101	
TP53TG3	102723713	
TP53TG3	102723655	
TP53TG3	24150	
SMCO1	255798	
C15orf40	123207	
MISP3	113230	
AEBP1	165	
SPCS1	28972	
DSG3	1830	
UBE2V2	7336	
TSC2	7249	
LIN7C	55327	
SMIM4	440957	
YDJC	150223	
CRK	1398	
RASD2	23551	
TMOD1	7111	
PNLIPRP2	5408	
PROC	5624	
ADIG	149685	
PNLIPRP2	5408	00561+3.1.1.3
RAMAC	83640	
GNL3	26354	
BDP1	55814	
HOMER2	9455	
CENPB	1059	
RB1CC1	9821	
CCDC124	115098	
CCDC14	64770	
MRM1	79922	
ZP3	7784	
ARHGAP40	343578	
LURAP1L	286343	
TYRP1	7306	
SCNN1G	6340	
GHR	2690	
SEMA4G	57715	
AC068946.1		
LRRC63	220416	
SSC4D	136853	
BDNF	627	
EEF1AKMT1	221143	
TRIM3	10612	
IL17D	53342	
CFAP36	112942	
TXNL4B	54957	
A4GNT	51146	
XYLT2	64132	00534+2.4.2.26
XYLT2	64132	00532+2.4.2.26
XYLT2	64132	
STARD4	134429	
B3GALNT1	8706	
TNNI2	7136	
NCBP1	4686	
TWNK	56652	
TCERG1L	256536	
PYGO1	26108	
NHEJ1	79840	
MT1M	4499	
MYH11	4629	
PKDREJ	10343	
ELANE	1991	
KLHL35	283212	
OR4C15	81309	
OR4C16	219428	
UTF1	8433	
OR4C11	219429	
HSPA12A	259217	
GABPB1	2553	
BTBD1	53339	
RND3	390	
TGM5	9333	
VENTX	27287	
PNPLA6	10908	
ENO4	387712	00010+4.2.1.11
ENO4	387712	00680+4.2.1.11
CLTRN	57393	
CST6	1474	
PRTG	283659	
GBA	2629	
LRRC32	2615	
INSL4	3641	
VWA7	80737	
MTRNR2L3	100462983	
SLC23A3	151295	
GABRQ	55879	
RLN2	6019	
RLN2	6013	
PHETA2	150368	
TAC4	255061	
DHX38	9785	
CHST3	9469	
NMD3	51068	
COIL	8161	
IL18RAP	8807	
SERTM1	400120	
TIMP4	7079	
SMDT1	91689	
CFD	1675	
AC008878.2		
ACVR2B	93	
CATSPER1	117144	
RFXAP	5994	
PVALB	5816	
NF2	4771	
COL4A6	1288	
ACE2	59272	
MAGEA3	4102	
SHTN1	57698	
AC097625.1		
CA5B	11238	
NDE1	54820	
NOX5	79400	
GAL3ST3	89792	
TGM7	116179	
ALPK2	115701	
CA5B	11238	00910+4.2.1.1
SPOCK2	9806	
LCMT2	9836	
MCOLN1	57192	
CNTNAP5	129684	
IMP3	55272	
C10orf82	143379	
SNRPA1	6627	
CCDC116	164592	
ROPN1B	152015	
SNX33	257364	
BMP2	650	
CD200	4345	
MB	4151	
GXYLT2	727936	
CSAG2	102723547	
EBLN2	55096	
PSPH	5723	
NDUFA6	4700	
RLN1	6013	
SYN2	6854	
NCF4	4689	
MYO15B	80022	
PPP4R2	151987	
NOP10	55505	
PSPH	5723	00260+3.1.3.3
PSPH	5723	00680+3.1.3.3
TEKT4	150483	
NEB	4703	
ATP1B2	482	
SLC32A1	140679	
NHLRC3	387921	
PHOSPHO1	162466	
ANP32A	8125	
DLG5	9231	
CDH10	1008	
NELFE	7936	
MAGEA2B	266740	
CYP3A7	1551	00982+1.14.14.1
CYP3A7	1551	00380+1.14.14.1
CYP3A7	1551	00590+1.14.14.1
CYP3A7	1551	00071+1.14.14.1
CYP3A7	1551	00830+1.14.14.1
CYP3A7	1551	00627+1.14.14.1
CYP3A7	1551	00232+1.14.14.1
CYP3A7	1551	00591+1.14.14.1
CYP3A7	1551	00140+1.14.14.1
CYP3A7	1551	00980+1.14.14.1
ARHGAP20	57569	
NUTM1	256646	
SPESP1	246777	
NREP	9315	
TECRL	253017	
CYP3A7-CYP3A51P	100861540	00982+1.14.14.1
CYP3A7-CYP3A51P	100861540	00380+1.14.14.1
CYP3A7-CYP3A51P	100861540	00590+1.14.14.1
CYP3A7-CYP3A51P	100861540	00071+1.14.14.1
CYP3A7-CYP3A51P	100861540	00830+1.14.14.1
CYP3A7-CYP3A51P	100861540	00627+1.14.14.1
CYP3A7-CYP3A51P	100861540	00232+1.14.14.1
CYP3A7-CYP3A51P	100861540	00591+1.14.14.1
CYP3A7-CYP3A51P	100861540	00140+1.14.14.1
CYP3A7-CYP3A51P	100861540	00980+1.14.14.1
CYP2D6	107987479	
CYP2D6	107987478	
CYP2D6	1565	
C8orf89	100130301	
SMAD9	4093	
NPAP1L	729159	
RGPD5	84220	
ZNF735	730291	
BCAP31	10134	
ACTR5	79913	
PLXNA1	5361	
TOPORS	10210	
ZZEF1	23140	
RAE1	8480	
RPSA	3921	
APOL6	80830	
PLGRKT	55848	
LMF2	91289	
NAPRT	93100	
LPCAT4	254531	
LRP12	29967	
NDUFB6	4712	
OR4P4	81300	
OR4S2	219431	
SLC1A2	6506	
SMIM27	100129250	
PPP2R2D	55844	
TUBGCP5	114791	
TTC38	55020	
NAPRT	93100	00760+6.3.4.21
MT1A	4489	
DHX16	8449	
DHX32	55760	
CHM	1121	
ADAL	161823	
CFAP53	220136	
CLDN11	5010	
OR10C1	442194	
CYP2D6	107987479	00982+1.14.14.1
CYP2D6	107987478	00982+1.14.14.1
CYP2D6	1565	00982+1.14.14.1
CYP2D6	107987479	00380+1.14.14.1
CYP2D6	107987478	00380+1.14.14.1
CYP2D6	1565	00380+1.14.14.1
CYP2D6	107987479	00590+1.14.14.1
CYP2D6	107987478	00590+1.14.14.1
CYP2D6	1565	00590+1.14.14.1
CYP2D6	107987479	00071+1.14.14.1
CYP2D6	107987478	00071+1.14.14.1
CYP2D6	1565	00071+1.14.14.1
CYP2D6	107987479	00830+1.14.14.1
CYP2D6	107987478	00830+1.14.14.1
CYP2D6	1565	00830+1.14.14.1
CYP2D6	107987479	00627+1.14.14.1
CYP2D6	107987478	00627+1.14.14.1
CYP2D6	1565	00627+1.14.14.1
CYP2D6	107987479	00232+1.14.14.1
CYP2D6	107987478	00232+1.14.14.1
CYP2D6	1565	00232+1.14.14.1
CYP2D6	107987479	00591+1.14.14.1
CYP2D6	107987478	00591+1.14.14.1
CYP2D6	1565	00591+1.14.14.1
CYP2D6	107987479	00140+1.14.14.1
CYP2D6	107987478	00140+1.14.14.1
CYP2D6	1565	00140+1.14.14.1
CYP2D6	107987479	00980+1.14.14.1
CYP2D6	107987478	00980+1.14.14.1
CYP2D6	1565	00980+1.14.14.1
DLX4	1748	
SKIV2L	6499	
OR11A1	26531	
SDF2L1	23753	
MOAP1	64112	
ZNF679	168417	
PGD	5226	00030+1.1.1.44
PGD	5226	00480+1.1.1.44
OR4C6	219432	
MARCH8	220972	
PGD	5226	
MOG	4340	
LHFPL6	10186	
OR5D3P		
SLC7A14	57709	
CEP63	80254	
OR5D13	390142	
AC026316.5		
OR5D14	219436	
OR5L1	219437	
GON7	84520	
MSH5-SAPCD1		
RPP40	10799	
OR5D18	219438	
AL110118.4		
PLPP5	84513	00600+3.1.3.4
PLPP5	84513	00565+3.1.3.4
PLPP5	84513	00561+3.1.3.4
PLPP5	84513	00564+3.1.3.4
OR5L2	26338	
OR5D16	390144	
ZNF736	728927	
BFSP1	631	
DSG2	1829	
C6orf136	221545	
EDN1	1906	
DUPD1	338599	04658+3.1.3.16
DUPD1	338599	04660+3.1.3.16
IER3	8870	
SEMA3B	7869	
PLPP5	84513	
CLIC1	1192	
NKX2-4	644524	
HP	3240	
SLC7A7	9056	
IMPAD1	54928	
CSPG4	1464	
BCCIP	56647	
UBR7	55148	
MCRIP2	84331	
ADAMTS17	170691	
TMEM251	26175	
YPEL1	29799	
RBM38	55544	
VARS	7407	00970+6.1.1.9
CSAG1	158511	
MALT1	10892	
DLX3	1747	
MSH5	4439	
PLEKHM1	9842	
CHRDL2	25884	
KCNJ12	3768	
VARS	7407	
NPIPB11	728888	
DSTN	11034	
PPWD1	23398	
ODF3L1	161753	
SLC18A3	6572	
ACBD5	91452	
APOL5	80831	
EXOC4	60412	
GOSR1	9527	
CBLB	868	
DDAH2	23564	00220+3.5.3.6
ST5	6764	
DMD	1756	
OR2H1	26716	
MAL	4118	
RPL23A	6147	
CYB5D2	124936	
ZNF236	7776	
TRIB3	57761	
MAGEA12	4111	
PTPRK	5796	
SMIM18	100507341	
AC018523.2		
NEK8	284086	
SCN3A	6328	
ANAPC13	25847	
MAS1L	116511	
WDR53	348793	
HLA-DOA	3111	
FSHR	2492	
FBXO45	200933	
METTL15	196074	
NCAPH	23397	
GTF2E2	2961	
RUBCNL	80183	
CARF	79800	
HPR	3250	
CYP3A4	1576	00982+1.14.14.1
CYP3A4	1576	00380+1.14.14.1
CYP3A4	1576	00590+1.14.14.1
CYP3A4	1576	00071+1.14.14.1
CYP3A4	1576	00830+1.14.14.1
CYP3A4	1576	00627+1.14.14.1
CYP3A4	1576	00232+1.14.14.1
CYP3A4	1576	00591+1.14.14.1
CYP3A4	1576	00140+1.14.14.1
CYP3A4	1576	00980+1.14.14.1
CDH4	1002	
IRF8	3394	
CYP3A4	1576	
TLCD1	116238	
KIF18A	81930	
PPIL2	23759	
RNASE1	6035	
NSD3	54904	00310+2.1.1.43
NSD3	54904	
PMFBP1	83449	
ANKFY1	51479	
C19orf67	646457	
CDC25B	994	
TSPAN3	10099	
TMEM258	746	
CYP4F22	126410	
DDHD2	23259	
GTSE1	51512	
SCPEP1	59342	
CLEC18A	348174	
WDR12	55759	
COPB1	1315	
MPP1	4354	00230+2.7.4.8
PPP1R16B	26051	
LHX1	3975	
ROPN1	54763	
SLC38A11	151258	
FADS2	9415	
OR11H1	81061	
C9orf64	84267	
HNF1B	6928	
MPP1	4354	
NSUN5	55695	
FAM71F1	84691	
GPI	2821	00030+5.3.1.9
GPI	2821	00500+5.3.1.9
GPI	2821	00520+5.3.1.9
GPI	2821	00010+5.3.1.9
NAT9	26151	
KLF4	9314	
AIF1	199	
RBM43	375287	
AKR1C8P	340811	
ZNF652	22834	
CDIPT	10423	00564+2.7.8.11
CDIPT	10423	00562+2.7.8.11
CDIPT	10423	04070+2.7.8.11
CHAT	1103	
CDIPT	10423	
SGCE	8910	
NKX2-2	4821	
SAMD1	90378	
RDH10	157506	
TSPAN32	10077	
GPR143	4935	
BOLA2	552900	
BOLA2-SMG1P6	107282092	
HLA-DPB1	3115	
RBFOX3	146713	
AATF	26574	
NOLC1	9221	
MRPL27	51264	
SF3B2	10992	
PPP4C	5531	
CDYL2	124359	
SAPCD1	401251	
PAX1	5075	
NPBWR1	2831	
PML	5371	
ARNT2	9915	
GPI	2821	
LYL1	4066	
RPL7	6129	
EHBP1	23301	
TBL1X	6907	
PIGX	54965	
PPP1R3G	648791	
SULT1A4	445329	
CSAG3	389903	
OPRK1	4986	
TTR	7276	
DUSP3	1845	04658+3.1.3.16
DUSP3	1845	04660+3.1.3.16
MAGEA6	4105	
RPL27A	6157	
DUSP3	1845	
PSMA1	5682	
IGHV2OR16-5		
NRBP2	340371	
HLA-DPA1	3113	
RIF1	55183	
PPP4C	5531	04658+3.1.3.16
PPP4C	5531	04660+3.1.3.16
HSPA13	6782	
CEP19	84984	
SCN2A	6326	
ZNF594	84622	
ZSCAN29	146050	
TONSL	4796	
TPCN2	219931	
GRIA2	2891	
SPANXN5	494197	
NRROS	375387	
FEN1	2237	
MAGEA2	4101	
POMGNT2	84892	
SMIM38		
TUBGCP4	27229	
IGHV3OR16-12		
CCDC182	101927581	
IGHV3OR16-13		
SLX1B	79008	
XAGE5	170627	
SMCO4	56935	
ACSF3	197322	
OPN1SW	611	
CFTR	1080	
MED16	10025	
AC136428.1		
TRIM66	9866	
CEP72	55722	
KLHL1	57626	
MRPS23	51649	
C11orf21	29125	
DACH2	117154	
TPPP	11076	
ZMAT5	55954	
CABP7	164633	
BTLA	151888	
SCIMP	388325	
UQCR10	29796	
MAPK14	1432	04150+2.7.11.24
MYRF	745	
CD274	29126	
TAF4	6874	
MDFIC2	107986096	
ACTN3	89	
CETN2	1069	
GIPC3	126326	
AKR1C4	1109	
AC013271.1		
EIF1AX	1964	
MAPK14	1432	
ALG8	79053	
LIMS3	96626	
TGFBR2	7048	
NSDHL	50814	
TIGD2	166815	
NMI	9111	
TMPRSS13	84000	
SORBS1	10580	
MAB21L2	10586	
POLR2E	5434	
KCNN1	3780	
DAGLA	747	
CORT	1325	
RRM1	6240	
RNASE3	6037	
CENPS-CORT	100526739	
TBC1D29P	26083	
HECW2	57520	
GPRIN3	285513	
CENPS	378708	
ARFIP2	23647	
DTWD2	285605	
PDCD1LG2	80380	
MRPS5	64969	
PTPN20	26095	
GDPD5	81544	
SCO2	9997	
HSPA4L	22824	
RNASE2	6036	
ZFPM2	23414	
UBN2	254048	
TIMM10B	26515	
COBLL1	22837	
ZNF514	84874	
RRM1	6240	00230+1.17.4.1
RRM1	6240	00983+1.17.4.1
RRM1	6240	00240+1.17.4.1
RRM1	6240	00480+1.17.4.1
CT45A1	541466	
ADAM8	101	
SCNN1B	6338	
DHX58	79132	
GOLGA8A	23015	
AC084337.2		
CALU	813	
RNF183	138065	
WNT5A	7474	
DNHD1	144132	
STIM2	57620	
TLL1	7092	
G3BP2	9908	
TMED1	11018	
ITPR1	3708	
PHOX2B	8929	
CCDC141	285025	
INTS8	55656	
CTTNBP2	83992	
SLC9A4	389015	
MT1B	4490	
XAGE3	170626	
VWDE	221806	
IWS1	55677	
GRID2IP	392862	
SKP1	6500	
COX7A2L	9167	
DMXL1	1657	
CCDC152	100129792	
CT45A3	441519	
PXDN	7837	00940+1.11.1.7
CACNB4	785	
TYMP	1890	00240+2.4.2.4
TYMP	1890	00983+2.4.2.4
CT45A5	441521	
ZDHHC2	51201	
AC104109.3		
CT45A6	541465	
PXDN	7837	
FADS1	3992	
CT45A2	728911	
PRH1	5554	
RNF38	152006	
GOLGA6L1	283767	
ARHGAP45	23526	
HEPH	9843	
TYMP	1890	
TP53BP1	7158	
SSU72P5		04658+3.1.3.16
SSU72P5		04660+3.1.3.16
PPP2CA	5515	04658+3.1.3.16
PPP2CA	5515	04660+3.1.3.16
ID2	3398	
ATP6AP2	10159	
CNN2	1265	
SUPT20H	55578	
SHROOM2	357	
GDE1	51573	
MCCC2	64087	
ABHD5	51099	00330+3.4.11.5
EFCAB1	79645	
SSU72P2		04658+3.1.3.16
SSU72P2		04660+3.1.3.16
P4HB	5034	
LSG1	55341	
SSU72P4		04658+3.1.3.16
SSU72P4		04660+3.1.3.16
SSU72P3		04658+3.1.3.16
SSU72P3		04660+3.1.3.16
SSU72P7		04658+3.1.3.16
SSU72P7		04660+3.1.3.16
LYRM4	57128	
SELENOP	6414	
CFAP97D1	284067	
RXRB	6257	
AP000812.4		00965+2.1.1.6
AP000812.4		00140+2.1.1.6
AP000812.4		00350+2.1.1.6
AC245078.1		
AMPH	273	
C17orf51	339263	
DNM2	1785	
COL8A1	1295	
NPPB	4879	
HAO1	54363	
OR1F1	4992	
B4GALT6	9331	
BNIP3	664	
LAMTOR1	55004	
SAMSN1	388813	
SAMSN1	64092	
AC068547.1		
MT1F	4494	
ABHD5	51099	
PARN	5073	
LRRC37A2	474170	
ZRSR2	8233	
SLC39A7	7922	
ANKIB1	54467	
B2M	567	
DGKH	160851	00561+2.7.1.107
DGKH	160851	04070+2.7.1.107
DGKH	160851	00564+2.7.1.107
NDUFAF6	137682	
CT45A7	101060211	
LUC7L2	51631	
DGKH	160851	
NEU1	4758	
ARL5A	26225	
CT45A8	102723737	
TAF1L	138474	
FOXA2	3170	
NLN	57486	
NEU1	4758	00600+3.2.1.18
NEU1	4758	00511+3.2.1.18
CHEK2	11200	
TMEM44	93109	
ZNF200	7752	
SNRK	54861	
AL121722.1		
MAP4K2	5871	05165+2.7.11.1
MAP4K2	5871	04150+2.7.11.1
MAP4K2	5871	04926+2.7.11.1
MAP4K2	5871	04714+2.7.11.1
MAP4K2	5871	04151+2.7.11.1
SLC25A52	147407	
MT1G	4495	
RASGRP3	25780	
DBR1	51163	
C11orf53	341032	
SHLD3	112441434	
TNFAIP6	7130	
C7orf55-LUC7L2	100996928	
LRRC59	55379	
PPP2R2C	5522	
CSE1L	1434	
TMEM215	401498	
IGHV3OR16-10		
FMC1	154791	
PIGG	54872	
RRBP1	6238	
IGHV3OR16-8		
ST14	6768	
COG6	57511	
FAM189B	10712	
NCAPH2	29781	
TCF7	6932	
KIAA2013	90231	
MSH3	4437	
EME1	146956	
CDH9	1007	
DROSHA	29102	
GPR20	2843	
ZNF680	340252	
ODF3B	440836	
MAP4K2	5871	
NETO2	81831	
TSKU	25987	
ASGR1	432	
AP1S2	8905	
TBC1D3K	102723859	
TBC1D3K	101060351	
C11orf97	643037	
EXOSC8	11340	
WDR31	114987	
TRMT1	55621	
RAD52	5893	
TP53INP1	94241	
FAM110B	90362	
OVCA2	124641	
KCNF1	3754	
TRAPPC13	80006	
ZNF729	100287226	
AMOTL1	154810	
SIRPG	55423	
NUMA1	4926	
UBE2Q2	92912	
DHFR	1719	00670+1.5.1.3
DHFR	1719	00790+1.5.1.3
CYP4F8	11283	
CDKL3	51265	
TRIM50	135892	
LRBA	987	
RFC4	5984	
KDM5D	8284	
ALG5	29880	00510+2.4.1.117
FUT4	2526	
TPST1	8460	
PTP4A3	11156	
C2orf50	130813	
ENOX2	10495	
CCNE2	9134	
AC005041.1		
OR52B4	143496	
ST8SIA6	338596	
SFT2D3	84826	
XPNPEP1	7511	
DPH1	1801	
PLEKHO2	80301	
CNBP	7555	
EIF4A2	1974	
PIWIL4	143689	
MCTP2	55784	
ARFGAP2	84364	
ZDHHC8	29801	
TRIM23	373	
C16orf46	123775	
ERC1	23085	
CSN1S1	1446	
RANBP6	26953	
UVSSA	285464	
UVSSA	57654	
UVSSA	285464	00310+2.1.1.43
UVSSA	57654	00310+2.1.1.43
ZDHHC11B	653082	
ARRDC2	27106	
COL4A1	1282	
SGTB	54557	
NEURL3	93082	
SLIT1	6585	
CHAF1B	8208	
CLDN34	100288814	
PQLC3	130814	
TBC1D3L	101060376	
TBC1D3L	729873	
SSTR4	6754	
ANKDD1A	348094	
SNCA	6622	
GCSH	2653	
ARHGAP19-SLIT1		
ERC2	26059	
CUEDC1	404093	
ANO10	55129	
TMX4	56255	
AC069368.1		
AC092718.3		
WDR33	55339	
COL4A2	1284	
CYP4F3	4051	
GSR	2936	00480+1.8.1.7
MDC1	9656	
GSR	2936	
MORC3	23515	
CEND1	51286	
ZNF676	163223	
KLF5	688	
ARHGAP19	84986	
RNF5	6048	
TBXA2R	6915	
DLD	1738	00020+1.8.1.4
DLD	1738	00260+1.8.1.4
DLD	1738	00280+1.8.1.4
DLD	1738	00640+1.8.1.4
DLD	1738	00620+1.8.1.4
DLD	1738	00010+1.8.1.4
TRIM51	84767	
C1QBP	708	
OTX1	5013	
MUC6	4588	
OR5W2	390148	
GARNL3	84253	
OR5I1	10798	
USP18	11274	
PCSK6	5046	
CDH15	1013	
OR10AG1	282770	
CDH8	1006	
ASCC2	84164	
COLEC12	81035	
FKBP6	8468	
CMC2	56942	
SLC9A2	6549	
MRPL45	84311	
DLD	1738	
MROH5	389690	
PLXNB3	5365	
CT45A9	102723680	
COLCA2	120376	
CT45A10	102723631	
SMURF2	64750	
ITFG1	81533	
GPR179	440435	
LSM14B	149986	
ATMIN	23300	
ACTRT2	140625	
C11orf49	79096	
CCT6A	908	
TBX6	6911	
SAGE1	55511	
GRIPAP1	56850	
CNOT7	29883	
SLC4A5	57835	
HSCB	150274	
GATAD1	57798	
MYO1C	4641	
RPAIN	84268	
ERVW-1	30816	
ABHD17C	58489	
EPPK1	83481	
GADL1	339896	00770+4.1.1.11
GADL1	339896	00430+4.1.1.29
GADL1	339896	00410+4.1.1.11
LRRC3B	116135	
AC006030.1		
C2orf81	388963	
NUDT8	254552	
ERBB4	2066	
CNTN6	27255	
MTMR7	9108	
DDX5	1655	
TBX10	347853	
CEACAM7	1087	
BTBD7	55727	
MOBP	4336	
ARL17B	100996709	
ARL17B	100506084	
ARL17B	51326	
MAN2B2	23324	
LAMB1	3912	
RABEP1	9135	
TRIP13	9319	
BSPRY	54836	
MBP	4155	
MTHFD2	10797	00720+1.5.1.5+3.5.4.9
MTHFD2	10797	00670+1.5.1.5+3.5.4.9
PHKB	5257	
SLC22A31	146429	
PPP4R3B	57223	
HGFAC	3083	
MTHFD2	10797	
ANAPC16	119504	
SRPK3	26576	
CENPN	55839	
ZDHHC11	79844	
SEH1L	81929	
CEACAM4	1089	
OR5F1	338674	
VPS37A	137492	
PRR33		
ACSL5	51703	
AC092718.8		
STAU2	27067	
ABCD1	215	
CYHR1	50626	
LRRC37A	9884	
DUSP13	51207	04658+3.1.3.16
DUSP13	51207	04660+3.1.3.16
PHB	5245	
TRIM69	140691	
PLOD1	5351	
ELOVL3	83401	00062+2.3.1.199
RPS6KA3	6197	05165+2.7.11.1
RPS6KA3	6197	04150+2.7.11.1
RPS6KA3	6197	04926+2.7.11.1
RPS6KA3	6197	04714+2.7.11.1
RPS6KA3	6197	04151+2.7.11.1
MAPK13	5603	04150+2.7.11.24
MAPK13	5603	
RPS6KA3	6197	
PEX1	5189	
TMEM155	132332	
RETREG3	162427	
DUSP8	1850	04658+3.1.3.16
DUSP8	1850	04660+3.1.3.16
ZDHHC6	64429	
KRTAP5-1	387264	
ENPP7	339221	00600+3.1.4.12
KRTAP5-2	440021	
SGK2	10110	
NKX1-1	54729	
NACC1	112939	
CEP95	90799	
SMIM9	100132963	
ASCC1	51008	
DHX33	56919	
MYEOV	26579	
BRD9	65980	
DUSP13	51207	
MED17	9440	
CETN1	1068	
SLC9A6	10479	
CBX2	84733	
MRPL52	122704	
SIRPA	140885	
SOCS7	30837	
NFKBIL1	4795	
UCN3	114131	
PLOD1	5351	00310+1.14.11.4
SAMD8	142891	
TUBG1	7283	
CBX8	57332	
MFSD9	84804	
NUP88	4927	
OR5AS1	219447	
KCNJ18	100134444	
ZDHHC4	55146	
RBCK1	10616	
OR8I2	120586	
CBX4	8535	
OR8H2	390151	
CEMIP	57214	
SLC39A2	29986	
OR8H3	390152	
FAM156B	727866	
OR8J3	81168	
TUBAL3	79861	
OR8K5	219453	
CACTIN	58509	
MESD	23184	
RNF169	254225	
SLC41A3	54946	
C19orf38	255809	
UBXN2B	137886	
MMGT1	93380	
CEP295	85459	
KCNG3	170850	
PDZRN3	23024	
FAM53A	152877	
CYP3A43	64816	00982+1.14.14.1
CYP3A43	64816	00380+1.14.14.1
CYP3A43	64816	00590+1.14.14.1
CYP3A43	64816	00071+1.14.14.1
CYP3A43	64816	00830+1.14.14.1
CYP3A43	64816	00627+1.14.14.1
CYP3A43	64816	00232+1.14.14.1
CYP3A43	64816	00591+1.14.14.1
CYP3A43	64816	00140+1.14.14.1
CYP3A43	64816	00980+1.14.14.1
LNPEP	4012	
PRKACA	5566	04150+2.7.11.11
LRRTM3	347731	
C3orf56	285311	
PRKACA	5566	
PRR20G	100419008	
ACY3	91703	
KRTAP5-3	387266	
KRTAP5-4	387267	
ACTL7B	10880	
ACTL7A	10881	
SNAI2	6591	
CTNNA3	29119	
PITX3	5309	
ADD2	119	
SCAMP3	10067	
CYP3A43	64816	
TARS	6897	00970+6.1.1.3
NPTXR	23467	
PEAK1	79834	
JAKMIP3	282973	
Z98752.3		
CD81	975	
GRIP2	80852	
KLHL4	56062	
FZD9	8326	
CBX6	23466	
DFFA	1676	
UBE2W	55284	
MRPS36	92259	
TLE2	7089	
TARS	6897	
PEX14	5195	
SLC6A6	6533	
ITGA3	3675	
ARID5A	10865	
GRN	2896	
BRPF3	27154	
WFDC2	10406	
MPP3	4356	00230+2.7.4.8
COPG1	22820	
XRRA1	143570	
KRTAP5-5	439915	
DENND3	22898	
AKAIN1	642597	
MCM2	4171	
ERAP2	64167	
DNAJC28	54943	
AC022826.2		
FAM156A	29057	
CCNYL1	151195	
TRMU	55687	
MPP3	4356	
IL18BP	10068	
DTX2	113878	
MT1H	4496	
CYP7A1	1581	00140+1.14.14.23
CYP7A1	1581	00120+1.14.14.23
SP3	6670	
MAST3	23031	05165+2.7.11.1
MAST3	23031	04150+2.7.11.1
MAST3	23031	04926+2.7.11.1
MAST3	23031	04714+2.7.11.1
MAST3	23031	04151+2.7.11.1
MAST3	23031	
METTL17	64745	
AP000812.5		
MT1X	4501	
FILIP1L	11259	
CCDC136	64753	
LRGUK	136332	
STMN2	11075	
CCHCR1	54535	
KRTAP5-6	440023	
C11orf54	28970	
L3MBTL1	26013	
THBD	7056	
IFITM10	402778	
PLK4	10733	
ARHGAP21	57584	
MAGEB17	645864	
POU2AF1	5450	
GRPR	2925	
PDYN	5173	
ASF1B	55723	
TEDC2	80178	
CLN8	2055	
BAZ1B	9031	04660+2.7.10.2
UBXN8	7993	
AC013470.2	102725191	
LSP1	4046	
SRR	63826	
GGT1	2678	00480+2.3.2.2+3.4.19.13
GGT1	2678	00430+2.3.2.2
GGT1	2678	00460+2.3.2.2
BTG4	54766	
GGT1	2678	
USP35	57558	
IL12RB1	3594	
LRTOMT	220074	
ADAMTS12	81792	
C20orf144	128864	
SGSM2	9905	
DTNB	1838	
ACTL10	170487	
ZBTB14	7541	
DNAJC5	80331	
MAPK1	5594	04150+2.7.11.24
RXFP3	51289	
CMSS1	84319	
CD93	22918	
STX10	8677	
AGER	177	
GYPC	2995	
HDHD3	81932	
KCTD21	283219	
POTEH	23784	
RETREG2	79137	
ZNF107	51427	
NXT1	29107	
DNAH3	55567	
SLC45A2	51151	
LRTOMT	220074	00965+2.1.1.6
LRTOMT	220074	00140+2.1.1.6
LRTOMT	220074	00350+2.1.1.6
AC244489.1		
SCARA5	286133	
YPEL3	83719	
ANAPC15	25906	
GALNT14	79623	
CEACAM21	90273	
AP5S1	55317	
ADGRL1	22859	
USO1	8615	
ZNF138	7697	
SPINT3	10816	
ALDH3B2	222	
SLBP	7884	
ENOSF1	55556	00051+4.2.1.68
ENOSF1	55556	
ZNF778	197320	
TUBGCP3	10426	
LILRB5	10990	
DOK7	285489	
CSF2RB	1439	
TMEM159	57146	
FAM83D	81610	
TAF1D	79101	
TNFAIP8	25816	
HEY1	23462	
TPRA1	131601	
STK35	140901	
FZD5	7855	
PPDPFL	492307	
APOBEC3B	9582	
ANKRD18B	441459	
GUCD1	83606	
KLRG2	346689	
LTA	4049	
TNFRSF13B	23495	
HCN3	57657	
CNPPD1	27013	
